RT @fluffyman85: #XboxReveal #XboxOne Negatives (cont.): ...existed.  This was worse than their past E3 conference\ internet crapped out and had to watch end of #XboxReveal on Spike TV... phone also crapped out\,,,,,,,,
The #XboxReveal was great but actual look of the console and controlled it sounds great but i bet Microsoft will find a way to fuck it up ;) eh? Great minds think alike! #XboxReveal #HTCOne,,,,,,,,
RT @the_moviebob: Oh and hey\,,,,,,,,
No captain price = shit call of duty #cod #xboxreveal,,,,,,,,
Did anyone actually *ask* for a live action Halo series...? #XboxReveal,,,,,,,,
RT @PauPaternostr: Siento que me cerraron la puerta en la cara #xboxreveal,,,,,,,,
RT @EASPORTS: Official trailer: EA SPORTS IGNITE engine. http://t.co/3cLnpZXqfc  #EASPORTSIGNITE #XboxOne #XboxReveal i'm impressed #XboxReveal,,,,,,,,
People with SMART TVs are essentially buying the same services twice. Fan-fuckin-tastic\,,,,,,,,
#XboxReveal Xbox 1080 would of made more sense because of the focus on TV and other crap,,,,,,,,
RT @TheGamePolice: All this stuff is handled by the Sport Police. #xboxreveal TV\,,,,,,,,
RT @carlosbrand: Este show era de la consola no de juegos lo habían dicho y con todo y eso anunciaron nueva IP de Remedy #XboxReveal,,,,,,,,
RT @Clert: It might not be about games but at least it's ugly #xboxreveal and I don't like the console because of its outside and its hardware.\,,,,,,,,
I think my reaction to the #XboxReveal was to be expected\,,,,,,,,
RT @ignme: 15 games and new franchises being worked on for Xbox One #XboxReveal,,,,,,,,
"RT @Vikkstar123: CoD Ghosts looks amazing! #XboxReveal now is the time to go \""LOOK AT THE GAMES WE'RE BRINGING OUT! LOOK AT THEM! HOLY SHIT! \"" #xboxreveal",,,,,,,,
RT @eveylon: No dog will replace the love I have for the dog from Fable has in my heart. #Xboxreveal @LionheadStudios,,,,,,,,
RT @dickoak: #XboxReveal http://t.co/qh010rndjG,,,,,,,,
So are we calling it XO for short? #XboxReveal plain form factor\ smart control updates\, games looked eh...  #XboxRev…,,,,,,,
"They never once called it a \""games console\""... #XboxReveal Comcast\",,,,,,,,
Looking forward to the Spielberg production of a Pong tv series though... Clearly the logical step on from Halo... #XboxReveal or just doesn't care.,,,,,,,,
RT @Hobby_Consolas: Xbox One llegará a finales de año en todo el mundo #XboxReveal,,,,,,,,
RT @stuffiwrote: The #XboxOne is so rubbish\ JUEGOS! #XboxReveal,,,,,,,,
@_Alter_Schwede Coole Ansätze und Ideen. Keine großen Überraschungen. Die Hälfte wird bei uns leider nicht funktionieren. No NHL #xboxreveal,,,,,,,,
CoD fodástico! *-* #XboxReveal,,,,,,,,
RT @eveylon: No dog will replace the love I have for the dog from Fable has in my heart. #Xboxreveal @LionheadStudios,,,,,,,,
Final thoughts [2/3]; Lack of games a bit of a stupid move\,,,,,,,,
"Random fact: EA's share price started dropping while they showed those FIFA/NFL cutscenes.\ \""redefine NFL fan experiences.\"" #XboxReveal #XboxOne",,,,,,,,
Und ganz ehrlich: 2013 sollte man schon 802.11ac in ne Konsole packen. #xboxone #xboxreveal thanks for following or putting up with my live-tweets! Even though I said I wouldn't. But I did. So\,,,,,,,,
Can't wait to get called a fag on CoD Ghosts #xboxreveal,,,,,,,,
@IGN  Madden (which hasn't been good in a decade)\,,,,,,,,
Time to check the score: Playstation 4\,,,,,,,,
"\"" Snap Mode lets you run multiple programs alongside one another. Good for multitaskers. #xboxreveal\""",,,,,,,,
RT @GAMERSRetail: #XboxOne Saldrá este año #XboxReveal #SoyGamer,,,,,,,,
RT @TheBlacktastic: So this happened. #XboxOne #XboxReveal http://t.co/iLd4yyMUyb,,,,,,,,
can you disconnect the kinect and still use it #xboxreveal,,,,,,,,
RT @bertrand_amar: Le dos de la #xboxOne #xboxreveal http://t.co/ditwaeDZ9J I'm getting a P…,,,,,,,,
RT @jpgames_de: Sogar die Nintendo-Aktie ist während #XboxReveal gestiegen\,,,,,,,,
RT @HarleyPlays: They should have called the new Xbox... Wait for it.... NextBox. You're welcome Microsoft. #XboxReveal no demos\ empty Kinect …,,,,,,,,
Classic\,,,,,,,,
RT @stinkonator: 1 full hour and no gameplay. Hey at least I can watch cable.... #xboxreveal.,,,,,,,,
RT @AH_Michael: So...dat PS4\,,,,,,,,
RT @AH_Michael: So...dat PS4\la nueva xbox promete pues es por mucho superior que la wii u llegara a tiendas entre octubre y diciembre #xboxreveal,,,,,,,,
RT @TooRacist: What's black and will steal all of your money?\ que me quedo con mi PC #xboxreveal,,,,,,,,
"my new favourite voice command \""Xbox go home\"" lool #Xboxreveal",,,,,,,,
"\""America is in disarray\"" explains Activision employee referring to Call of Duty: Ghosts America\",,,,,,,,
RT @calamityjon: Xbox One is world's first Fake Geek Console\,,,,,,,,
RT @lucianofln: Dijeron cuantas luces se van a prender cuando la consola se queme? #XboxReveal,,,,,,,,
RT @DonMatuano: Que os metaís los juegos de deporte por el culo. Que quiero ver ingame. Coño. COÑO. #MeriXbox #XboxReveal,,,,,,,,
RT @watchdogsgame: You've inquired about the presence of #WatchDogs on the new @Xbox One. The answer is affirmative. #xbox #xboxreveal. htt…,,,,,,,,
RT @toniemcee: FIFA 14 ULTIMATE TEAM es sólo para XBOX ONE. OMG… Eso es un gol… nunca mejor dicho. #xboxreveal,,,,,,,,
y asi termina #XboxReveal\,,,,,,,,
RT @WhyySoSeri0us: #XboxReveal the new Xbox one is Awesome!!,,,,,,,,
What I got from #xboxreveal from those I am following on twitter. Love the dog\,,,,,,,,
RT @Hasty_Gandalf: All we want is a game that is just like Skyrim but set in Middle-Earth! #XboxOne #XboxReveal XO.. Aww hugs and kisses\,,,,,,,,
Sony avait choisi de ne pas montrer sa console. Microsoft a préféré ne pas montrer de jeux. #XboxReveal,,,,,,,,
New COD on #XboxOne makes MW3 look like something off the PS2!! \,,,,,,,,
 I WANT ONE NOW!!! \,,,,,,,,
"\""@HarleyPlays: They should have called the new Xbox... Wait for it.... NextBox. You're welcome Microsoft. #XboxReveal\""",,,,,,,,
View from the control room. Tons of new #xboxone info on @gttvshow right now. #xboxreveal http://t.co/vbNF7pgKSm,,,,,,,,
Nada mejor en este dia que ver #XboxReveal     wow,,,,,,,,
@IGN the most interesting thing from #XboxReveal is that they said something about matchmaking a game from one game\,,,,,,,,
Xbox One looks like a big black rectangular box #xboxreveal http://t.co/FT6mGtr5he and again\,,,,,,,,
RT @RoosterTeeth: The #XboxReveal is a great way to kick off our first Rooster Teeth Gaming Hour! Sponsors-join us at 2 PM CT on http://t.c…,,,,,,,,
Thanks for having us\ what did you think of Microsoft's #XboxReveal?,,,,,,,,
"Just been live tweeting through the #XboxReveal on the @ZOO account. Really nice reaction! manky mode\"". #xboxreveal",,,,,,,,
RT @t3dotcom: Fancy winning a @razer Kraken Pro headset? http://t.co/JG8UPmW235 Follow @t3dotcom and RT to enter #t3razerwin #T3Xboxlaunch …,,,,,,,,
http://t.co/lb0iAcqJ3X #XboxOne #XboxReveal,,,,,,,,
RT @direcow: New Kinect sensor can detect a full-length\,,,,,,,,
RT @EASPORTS: Official trailer: EA SPORTS IGNITE engine. http://t.co/3cLnpZXqfc  #EASPORTSIGNITE #XboxOne #XboxReveal,,,,,,,,
RT @EASPORTS: Official trailer: EA SPORTS IGNITE engine. http://t.co/3cLnpZXqfc  #EASPORTSIGNITE #XboxOne #XboxReveal,,,,,,,,
http://t.co/F6WDjLtKNM #XboxReveal,,,,,,,,
I can't decide if I'm angry or saddened. #XboxReveal with exclusives to a sport no-one watches here and plays cod. Cheers #xboxreveal,,,,,,,,
RT @isthataxel: Xbox One. Sony peut aller se coucher. #XboxReveal,,,,,,,,
"RT @Rubiu5: Como la nueva Xbox se llame Xbox 720 y solo se pueda jugar usando \""Kinect\"" me pego un tiro en el pie #XboxReveal Microsoft rocked Sony by having Call of Duty Ghosts on their system first. #XboxOne #Xbox #XboxReveal",,,,,,,,
Mein Highlight der #XboxOne: Der Controller sieht wirklich fantastisch aus. #XboxReveal,,,,,,,,
RT @XboxMexico: Esto ha sido todo de #XboxReveal. Compartiremos el siguiente capítulo de esta historia y nuestro increíble catálogo de jueg… or I'd convert!! #xboxreveal,,,,,,,,
"\""Sony's stock price just went up $1.50\"" An actual FACT.  #XboxReveal",,,,,,,,
Guys\,,,,,,,,
"RT @benspants: \""We've had dogs in Call of Duty before\",,,,,,,,
“@gameinformer: All Call of Duty DLC will be coming first to Xbox One #XboxReveal” Fffffffffffffffffuuuuuuuccccc,,,,,,,,
"What happens when you do two \""360s\""? You end up back at zero. I guess they didn't want to call it \""Xbox Zero\"" #XboxReveal",,,,,,,,
RT @KazHiraiCEO: COD Ghosts Spoiler Alert: your dog is a ghost #XboxReveal,,,,,,,,
L'action microsoft stagne\,,,,,,,,
@AngryJoeShow we still have some\,,,,,,,,
Let @TheMediaCows see the #XBOXReveal @majornelson,,,,,,,,
New Xbox 'One' looks insane. Also\,,,,,,,,
RT @Topper2789: Srsly\ #Sony #PS4 s'était contenté de présenter un pad! Une conférence pour un pad très laid en plus #XboxOne #XboxReveal,,,,,,,,
http://t.co/C8YdQ6T1SC #XboxReveal Sony's stockprice went up $1.50! #xboxreveal,,,,,,,,
RT @maragotti: Ok\,,,,,,,,
Every one knew that Halo show was coming. We just did not know when. #XBOXReveal quero quero muito \\õ http://t.co/vB1zcouqiJ,,,,,,,,
RT @HundredProofSam: #XboxReveal was great. Unfortunately we live in India where we have no video content and Kinect doesn't want to hear w…,,,,,,,,
So yeah the new xbox is going to be awesome! Time to preorder #xboxreveal,,,,,,,,
RT @Thief: YES! @THIEF will be coming to Microsoft 's #XboxOne! Steal a glimpse of the next generation- http://t.co/BvGpP30BLR #MasterThief…,,,,,,,,
"what i learned from watching the #XboxReveal... #XboxOne \""when using a remote is just to strenuous use xbox one\"" MY GAMER VISION IS COMPLETE #XboxReveal",,,,,,,,
RT @HarleyPlays: Y'all wanna see this next tweet?! Here it is... *to see tweet\ the #XboxReveal was disappointing. I was happy to see the console\,,,,,,,,
RT @Hasty_Gandalf: All we want is a game that is just like Skyrim but set in Middle-Earth! #XboxOne #XboxReveal,,,,,,,,
RT @Hasty_Gandalf: All we want is a game that is just like Skyrim but set in Middle-Earth! #XboxOne #XboxReveal,,,,,,,,
RT @iJuke31: I honestly won't be surprised when Microsoft slaps a $900 price tag on the new Xbox...\,,,,,,,,
Wow I missed the #xboxreveal by 8 minutes. Oh well it's exactly what I figured it was going to be. A new version of an Xbox #xboxone sache que…,,,,,,,,
RT @Hasty_Gandalf: All we want is a game that is just like Skyrim but set in Middle-Earth! #XboxOne #XboxReveal,,,,,,,,
RT @GerryDelCarmen: #XBoxReveal #XboxOne http://t.co/vPFBZvDDpX and again\,,,,,,,,
RT @hypebeast: .@Microsoft Unveils the @Xbox One http://t.co/ZtygthwzVW #XboxReveal #XboxOne http://t.co/8jBIu42DKb I won't lie. Impressed by the character models and textures. #XboxReveal,,,,,,,,
Good for Xbox users\ that was everything I hate about gaming today wrapped up in black box of squid shit. #XboxReveal,,,,,,,,
RT @RoosterTeeth: The #XboxReveal is a great way to kick off our first Rooster Teeth Gaming Hour! Sponsors-join us at 2 PM CT on http://t.c…,,,,,,,,
RT @stillgray: Sony stock has climbed 8% since the reveal. #XboxReveal,,,,,,,,
Call of Duty aurait été intéressant s'ils avaient annoncé un chat au lieu d'un chien. #XboxOne #XboxReveal,,,,,,,,
RT @fluffyman85: #XboxReveal #XboxOne Oh another thing absolutely no addressing of concerns to backwards compatibility and DRM. because you take one look at it and walk away. #XboxOne #XboxReveal,,,,,,,,
"RT @JesseCox: So what have learned? Xbox partnering with EA and the NFL to dominate the college frat market. In other news\ non serve aspettare il 2014: sarà lanciata \""nel corso dell'anno\"" http://t.co/4QhAY6ffxr Maggiori dettagli all'E3…",,,,,,,,
RT @TheSpoonyOne: HI-DEF FOREARMS! LOOK AT THEM. FUCKING LOOK AT THEM!!! THESE ARE SOME HI-DEF FUCKING FOREARMS #CallOfDutyGhosts #XBoxReve… and again\,,,,,,,,
At least my Wii U plays games\,,,,,,,,
"RT @OpTic_NaDeSHoT: Dogs! #CoDGhosts #XboxReveal stay tuned in 19 days* #XboxReveal\"" dick lol",,,,,,,,
Really disappointed with the #xboxreveal ... Even tho I had a feeling it would be shit tranquille ils ont présenté Mabrouk. #CODGhosts #XboxOne #XboxReveal,,,,,,,,
Is there anyone who thinks #xboxone doesn't beat #PS4 hands down? Almost feel bad for Sony. #xboxreveal maybe it was smart for PS4 not to reveal the actual box. The Xbox One is as big as a Betamax player. #xboxreveal,,,,,,,,
No backwards compatibility. Another black mark against the Xbox One. #xboxReveal I'm totally over #xboxreveal. I'm ready to talk about tomorrow's @MASTERCHEFonFOX premier &amp; my schoolgirl crush on @GordonRamsay .,,,,,,,,
I wasn't disappointed by the #XboxReveal because I wasn't expecting anything more until E3. This was fine for a pre-E3 announcement.,,,,,,,,
i just wanted a price #xboxreveal,,,,,,,,
RT @AH_Michael: So...dat PS4\,,,,,,,,
"RT @gamespot: Microsoft confirms Xbox One will *not* require constant Internet connection: \""Gamers can calm down; we've got you covered.\"" #… qué mueble del salón voy a retirar para que entre la Xbox ONE! Será el sofá? #XboxReveal",,,,,,,,
RT @duuro_com: #XboxReveal MEH... @PlayStation RULE!,,,,,,,,
Only games shown were Madden\,,,,,,,,
@IGN #XboxOne price? it wasn't even mentioned. :( #xboxreveal only during streaming and multiplayer #xbox…,,,,,,,,
RT @os_brucutus: Microsoft dando aula de como lançar um console pra sony #XboxOne #XboxReveal,,,,,,,,
RT @machinsupremacy: While it looks like MS is building a powerful ecosystem\,,,,,,,,
Levels of excitement post #XboxReveal are off the chart! The E3 reveals this year are going to be awesome! #buzzing,,,,,,,,
Forza Motorsport 5 coming to Xbox One at launch title. Are you revved up for it? #XboxReveal http://t.co/RqxfGexW9L,,,,,,,,
"\""@techradar: Call of Duty: Ghosts built on a brand new engine and will have a whole new world #xboxreveal\"" will still be poo-rat",,,,,,,,
RT @realandytudor: Things missing from the #XboxReveal… no talk about indie devs/Xbox Live Arcade\,,,,,,,,
RT @TheSpoonyOne: Dynamically-changing multiplayer maps: the first feature to be disabled by players worldwide! #CallOfDutyGhosts #XBoxReve…,,,,,,,,
RT @EASPORTS: Official trailer: EA SPORTS IGNITE engine. http://t.co/3cLnpZXqfc  #EASPORTSIGNITE #XboxOne #XboxReveal,,,,,,,,
RT @Cpt_Hooke: That was a worse ending than L.A. Noire #XboxReveal this has become a parody of itself #xboxreveal #theonion,,,,,,,,
RT @lanerobertlane: shares in sony have shot up since the start of the #xboxreveal http://t.co/s5u8xEbKon guess what they left out: NO BACKWARDS COMPATIBILITY http://t.co/q22VvdncWC #xboxreveal,,,,,,,,
RT @kazamatsuri: Sony stock up since #xboxreveal http://t.co/TbL3mWdczr,,,,,,,,
RT @htc: .@XBOX The One\,,,,,,,,
"RT @Narukedag: RT @julienki \""Pendant ce temps\",,,,,,,,
"RT @DaftLimmy: \""Exclusive content\""\",,,,,,,,
RT @Chuffo12: #XBoxReveal Nice work guys! You showed me everything I need to know about my gaming experience! Definitely gonna buy this! SA… amazon and so on are unavailable #Xboxreveal #fail #nogames,,,,,,,,
RT @EASPORTS: Official trailer: EA SPORTS IGNITE engine. http://t.co/3cLnpZXqfc  #EASPORTSIGNITE #XboxOne #XboxReveal a live-action TV series\,,,,,,,,
i don't know why but the new Xbox one looks more like console version of htc one in terms of design and build. #xboxone #htcone #xboxreveal,,,,,,,,
RT @Bendilin: So not only was every game Microsoft showed also coming to the Playstation 4\,,,,,,,,
I'll wait till it's all over.  Then I'll find out what the crack is with the new toy I'm going to spend £100s on #XboxReveal but Microsoft showed the actual hardware and more features. Waiting on E3 for the games. #XboxOne #XboxReveal,,,,,,,,
#XboxReveal done. #XboxOne done. Even the HTC One X sounds better than that....,,,,,,,,
Razorfish Emerging Experiences team taking in #CODGhosts #XBoxReveal @razorfishee http://t.co/pP6vKIPpGO,,,,,,,,
@Proton_Jon Don't like it? Move to 'Murica ya commie bitch! #xboxreveal lol die Sony-Aktie aber natürlich noch stärker. Die Microsoft-Aktie…,,,,,,,,
RT @MrMiscreant: #XboxOne #XboxReveal http://t.co/KFg7wSDZkQ,,,,,,,,
RT @Utechcom: معالج بثمانية أنوية، رام بحجم 8GB، السعة التخزينية 500GB من نوع HDD مع دعم البلو راي والواي فاي والـHDMI #XboxReveal http://t… pero antes las conferencias. #XboxOne #XboxReveal,,,,,,,,
Pronto\,,,,,,,,
I'd wanna hear about British television options before I commit to it though. Need some Sky Sports on there for shiz #XboxReveal,,,,,,,,
RT @AofCA: #xboxreveal was pretty underwhelming. I actually feel bad for them now\,,,,,,,,
RT @LeagueOfStudio: Sweetest Burn I've heard coming out of this: Why do they call it the Xbox One? because you take one look at it and walk…,,,,,,,,
